Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
Community Microgrid,DC,7,EPS-Grid,EPS-Source,2000
Image Compression,IoT,8,EPS-Grid,IOT-App,2000
SVD,IoT,8,EPS-Grid,IOT-App,2000
Singular value decomposition,IoT,8,EPS-Grid,IOT-App,2000
PER sensor,IoT,8,EPS-Grid,IOT-App,2000
Pi camera,IoT,8,EPS-Grid,IOT-App,2000
transmission,IoT,8,EPS-Grid,IOT-App,2000
decompression,IoT,8,EPS-Grid,IOT-App,2000
decen-tralized signal processing,IoT,8,EPS-Load,IOT-App,2000
adaptive sampling,IoT,8,EPS-Load,IOT-App,2000
event monitoring,IoT,8,EPS-Load,IOT-App,2000
WSN (Wireless Sensor Networks),IoT,8,EPS-Load,IOT-App,2000
Security challenges,IoT,8,EPS-Load,IOT-App,2000
Layered Architecture,IoT,8,EPS-Load,IOT-App,2000
802.11ah,RAW,10,EPS-Load,EPS-Load,2000
Channel Access,RAW,10,EPS-Load,EPS-Load,2000
Quality of Service,RAW,10,EPS-Load,EPS-Load,2000
fitbits,IoT,8,EPS-Load,IOT-App,2000
spamming,IoT,8,EPS-Load,IOT-App,2000
Sybil attacks,IoT,8,EPS-Load,IOT-App,2000
cloud connectivity,IoT,8,EPS-Load,IOT-App,2000
Learning automata,IoT,8,EPS-Load,IOT-App,2000
Universal Plug and Play,IoT,8,EPS-Load,IOT-App,2000
DDOS ALERT,IoT,8,EPS-Load,IOT-App,2000
photomask,PV,7,EPS-Load,EPS-Source,2000
automation,PV,7,EPS-Load,EPS-Source,2000
CD measurement,PV,7,EPS-Load,EPS-Source,2000
i-line,PV,7,EPS-Load,EPS-Source,2000
BLE (Bluetooth Low Energy),BLE,10,EPS-Load,EPS-Store,2000
time synchronization,BLE,10,EPS-Load,EPS-Store,2000
IoT (Internet of Things),BLE,10,EPS-Load,EPS-Store,2000
wireless sensor network,BLE,10,EPS-Store,EPS-Store,2000
IoT,OFDM,7,IOT-App,EPS-Load,2000
Inkjet-printing,RF,8,EPS-Load,EPS-Load,2000
via-holes,RF,8,EPS-Load,EPS-Load,2000
backscattering,RF,8,EPS-Load,EPS-Load,2000
inkjet-printed passive components,RF,8,EPS-Load,EPS-Load,2000
interconnects,RF,8,EPS-Load,EPS-Load,2000
flexible electronics,RF,8,EPS-Load,EPS-Load,2000
multi-layer structures,RF,8,EPS-Load,EPS-Load,2000
Smart Skins,RF,8,EPS-Load,EPS-Load,2000
Van Atta array,RF,8,EPS-Load,EPS-Load,2000
packaging,RF,8,EPS-Load,EPS-Load,2000
microfluidics,RF,8,EPS-Load,EPS-Load,2000
encapsulation,RF,8,EPS-Load,EPS-Load,2000
3D printing,RF,8,EPS-Load,EPS-Load,2000
additive manufacturing,RF,8,EPS-Load,EPS-Load,2000
flexible SIW,RF,8,EPS-Load,EPS-Load,2000
solar,RF,8,EPS-Store,EPS-Load,2000
hybrid system,RF,8,EPS-Source,EPS-Load,2000
analytical model,WSN,12,EPS-Load,IOT-Network,2000
predictive maintenance,IoT,7,EPS-Load,IOT-App,2000
LSTM,IoT,7,IOT-App,IOT-App,2000
apache spark,IoT,7,EPS-Load,IOT-App,2000
EIED back-off algorithm,WSN,8,EPS-Load,IOT-Network,2000
throughput,WSN,8,EPS-Load,IOT-Network,2000
energy,WSN,8,IOT-Percept,IOT-Network,2000
LoRaWAN,LoRa,9,IOT-Network,IOT-App,2000
LPWAN,IoT,13,EPS-Load,IOT-App,2000
SDN,5G,10,EPS-Store,IOT-App,2000
Key agreement,IoT,8,EPS-Load,IOT-App,2000
concurrent broadcast,Wi-Fi,12,EPS-Load,IOT-Network,2000
network flooding,Wi-Fi,12,EPS-Load,IOT-Network,2000
asynchronous duty cycle,Wi-Fi,12,EPS-Load,IOT-Network,2000
ambient assisted living,IoT,7,IOT-App,IOT-App,2000
Traffic scheduling,IoT,7,EPS-Load,IOT-App,2000
Multi-hop communication,IoT,7,EPS-Load,IOT-App,2000
Fog computing,IoT,9,IOT-Network,IOT-App,2000
Internet of Things,wireless networks,9,IOT-App,EPS-Load,2000
Mobile edge computing,MEC,8,EPS-Load,IOT-App,2000
mobile cloud computing,MEC,8,EPS-Load,IOT-App,2000
computation offloading,MEC,8,EPS-Load,IOT-App,2000
resource management,MEC,8,EPS-Load,IOT-App,2000
green computing,MEC,8,EPS-Store,IOT-App,2000
Edge computing,IoT,14,EPS-Load,IOT-App,2000
5G technologies,5G,8,EPS-Load,IOT-App,2000
NB-IoT,IoT,9,IOT-App,IOT-App,2000
network function virtualisation,IoT,8,EPS-Load,IOT-App,2000
Energy Efficiency,IoT,10,EPS-Load,IOT-App,2000
Cluster,IoT,13,EPS-Load,IOT-App,2000
Communication,IoT,13,EPS-Load,IOT-App,2000
Energy,IoT,13,EPS-Load,IOT-App,2000
Sensor nodes,IoT,13,EPS-Load,IOT-App,2000
IoT,AP,7,IOT-App,EPS-Load,2000
Cognitive Radio,AP,7,EPS-Load,EPS-Load,2000
SDR,AP,7,EPS-Load,EPS-Load,2000
Software-Defined Radio,AP,7,EPS-Load,EPS-Load,2000
Spectrum Sensing,AP,7,EPS-Load,EPS-Load,2000
SigFox,AP,7,EPS-Load,EPS-Load,2000
CWSN,AP,7,EPS-Load,EPS-Load,2000
Cognitive Wireless Sensor Networks,AP,7,EPS-Load,EPS-Load,2000
Cloud,5G,7,EPS-Store,IOT-App,2000
Antenna,PV,7,EPS-Load,EPS-Source,2000
microstrip,PV,7,EPS-Load,EPS-Source,2000
multiband,PV,7,EPS-Load,EPS-Source,2000
Internet-of-Things,PV,7,EPS-Store,EPS-Source,2000
LPWAN,PV,7,EPS-Load,EPS-Source,2000
LoRaWAN,PV,7,IOT-Network,EPS-Source,2000
LoRa,PV,7,IOT-App,EPS-Source,2000
metadata,IoT,9,EPS-Load,IOT-App,2000
digital snapshots,IoT,9,EPS-Load,IOT-App,2000
proximity sensing,IoT,9,EPS-Load,IOT-App,2000
Quality-of-data,DaaS,8,EPS-Store,EPS-Store,2000
DaaS selection,DaaS,8,EPS-Store,EPS-Store,2000
Smart cities,DaaS,8,IOT-App,EPS-Store,2000
Cloud computing,DaaS,8,IOT-App,EPS-Store,2000
Security in IoT,IoT,12,EPS-Store,IOT-App,2000
Denial of service attacks,IoT,12,EPS-Store,IOT-App,2000
Data analysis,IoT,12,EPS-Store,IOT-App,2000
Secure routing protocol,IoT,12,EPS-Store,IOT-App,2000
Remote laboratory,IoT,18,EPS-Store,IOT-App,2000
FPGA hardware design laboratory,IoT,18,EPS-Store,IOT-App,2000
IoT System design laboratory,IoT,18,EPS-Store,IOT-App,2000
Group-Group experiment,IoT,18,EPS-Store,IOT-App,2000
Hybrid cloud,IoT,18,EPS-Store,IOT-App,2000
Docker container,IoT,18,EPS-Store,IOT-App,2000
ICT,TLS,7,IOT-Network,EPS-Store,2000
Bibliometric analysis,TLS,7,EPS-Store,EPS-Store,2000
Semantic network,TLS,7,EPS-Store,EPS-Store,2000
Science direct,TLS,7,EPS-Store,EPS-Store,2000
Internet of Things,CTC,8,IOT-App,EPS-Store,2000
Healthcare networks,IoT,9,EPS-Store,IOT-App,2000
complex key generation,IoT,9,EPS-Store,IOT-App,2000
element key,IoT,9,EPS-Store,IOT-App,2000
loT privacy and security,loT,7,EPS-Store,IOT-Network,2000
Secure loT platform,loT,7,EPS-Store,IOT-Network,2000
Path computation element,PCE,8,EPS-Store,EPS-Store,2000
Cloud manufacturing,analytical target cascading,8,EPS-Store,EPS-Store,2000
Manufacturing service configuration,analytical target cascading,8,EPS-Store,EPS-Store,2000
Analytical target cascading,analytical target cascading,8,EPS-Store,EPS-Store,2000
Cybermanufacturing systems,CMS,8,EPS-Store,EPS-Store,2000
Simulation,CMS,8,EPS-Store,EPS-Store,2000
Sustainability,CMS,8,EPS-Store,EPS-Store,2000
Analytical model,IoT,12,EPS-Store,IOT-App,2000
Heterogeneous and homogeneous multi server,IoT,12,EPS-Store,IOT-App,2000
Multi-class,IoT,12,EPS-Store,IOT-App,2000
Queuing system,IoT,12,EPS-Store,IOT-App,2000
Priority,IoT,12,EPS-Store,IOT-App,2000
hybrid control,IoT,8,EPS-Store,IOT-App,2000
Industrial Internet of Things (I(2)oT),IoT,8,EPS-Store,IOT-App,2000
QTP,IoT,8,EPS-Store,IOT-App,2000
Quadruple Tank Process,IoT,8,EPS-Store,IOT-App,2000
Node.js,IoT,8,EPS-Store,IOT-App,2000
software-defined architecture,IoT,8,EPS-Store,IOT-App,2000
switched systems,IoT,8,EPS-Store,IOT-App,2000
Smart Spaces,SIB,8,EPS-Store,EPS-Store,2000
Smart-M3,SIB,8,EPS-Store,EPS-Store,2000
IoT,SIB,8,IOT-App,EPS-Store,2000
Internet of Things,SIB,8,IOT-App,EPS-Store,2000
Medical IoT,IoT,8,EPS-Store,IOT-App,2000
virtualization,IoT,12,EPS-Store,IOT-App,2000
Cloud Robotics,IoT,8,EPS-Store,IOT-App,2000
Motion Planning,IoT,8,EPS-Store,IOT-App,2000
Access Point,IoT,8,EPS-Store,IOT-App,2000
Task Offloading,IoT,8,EPS-Store,IOT-App,2000
Genetic Algorithm,IoT,13,EPS-Store,IOT-App,2000
Middleware,CoT,8,EPS-Store,IOT-App,2000
Fog Computing,CoT,10,EPS-Store,IOT-App,2000
3D Printing,3D,12,EPS-Store,EPS-Store,2000
Cloud Platform,3D,12,EPS-Store,EPS-Store,2000
Remote Monitoring,3D,12,EPS-Store,EPS-Store,2000
Hybrid Architecture,3D,12,EPS-Store,EPS-Store,2000
Python,IoT,7,EPS-Store,IOT-App,2000
energy optimization,IoT,8,EPS-Store,IOT-App,2000
computing offloading,IoT,8,EPS-Store,IOT-App,2000
Application Deployment,IoT,12,EPS-Store,IOT-App,2000
Security Requirements,IoT,8,EPS-Store,IOT-App,2000
Advanced manufacturing,Industry 4.0,7,EPS-Store,IOT-App,2000
Internet of things,Industry 4.0,7,EPS-Source,IOT-App,2000
Cyber-physical systems,Industry 4.0,7,EPS-Source,IOT-App,2000
Distributed ledger technology,Industry 4.0,7,EPS-Store,IOT-App,2000
Cross-company kanban,Industry 4.0,7,EPS-Store,IOT-App,2000
Just-in-time,Industry 4.0,7,EPS-Store,IOT-App,2000
Just-in-sequence,Industry 4.0,7,EPS-Store,IOT-App,2000
long term evolution,IoT,9,EPS-Store,IOT-App,2000
path loss model,IoT,9,EPS-Store,IOT-App,2000
fade margin,IoT,9,EPS-Store,IOT-App,2000
system reliability,IoT,9,EPS-Store,IOT-App,2000
Intelligent planning unit,IPU,7,EPS-Store,EPS-Store,2000
Built environment,IPU,7,EPS-Store,EPS-Store,2000
Complexity,IPU,7,EPS-Store,EPS-Store,2000
System of systems,IPU,7,EPS-Store,EPS-Store,2000
Physical entities,IPU,7,EPS-Store,EPS-Store,2000
Refinement process,IPU,7,EPS-Store,EPS-Store,2000
Internet of things,IPU,7,EPS-Source,EPS-Store,2000
Agent-based modelling,IPU,7,EPS-Store,EPS-Store,2000
DID,IoT,10,EPS-Store,IOT-App,2000
Digital signage,IoT,10,EPS-Store,IOT-App,2000
MongoDB,IoT,10,EPS-Store,IOT-App,2000
Personalized recommendation service,IoT,10,EPS-Store,IOT-App,2000
AllSeen Alliance,IoT,7,EPS-Store,IOT-App,2000
IEEE P2413,IoT,7,EPS-Store,IOT-App,2000
IIC,IoT,7,EPS-Store,IOT-App,2000
IoT4SCTF,IoT,7,EPS-Store,IOT-App,2000
ISO/IEC JTC 1,IoT,7,EPS-Store,IOT-App,2000
ITU SG 20,IoT,7,EPS-Store,IOT-App,2000
OCF,IoT,7,EPS-Store,IOT-App,2000
SESEI,IoT,7,EPS-Store,IOT-App,2000
TSDSI,IoT,7,EPS-Store,IOT-App,2000
healthcare,IoT,7,EPS-Store,IOT-App,2000
Microcontroller/System-on-Chip Security,IoT,9,EPS-Store,IOT-App,2000
Hardware Security,IoT,9,EPS-Store,IOT-App,2000
Security Infrastructure IP,IoT,9,EPS-Store,IOT-App,2000
machine to machine communication,IoT,7,EPS-Store,IOT-App,2000
operational model,IoT,9,EPS-Store,IOT-App,2000
Cyber security,IoT,8,EPS-Store,IOT-App,2000
IoT risks,IoT,8,EPS-Store,IOT-App,2000
security threats and violations,IoT,8,EPS-Store,IOT-App,2000
Service Orchestration,IoT,7,EPS-Store,IOT-App,2000
data interoperability,IoT,10,EPS-Store,IOT-App,2000
traffic modelling,IoT,9,EPS-Store,IOT-App,2000
wavelet,IoT,9,EPS-Store,IOT-App,2000
smart manufacturing,IoT,8,IOT-Percept,IOT-App,2000
smart industry,IoT,8,IOT-Percept,IOT-App,2000
SaaS,IoT,8,IOT-Percept,IOT-App,2000
fault detection and diagnosis,IoT,8,IOT-Percept,IOT-App,2000
Powerline communication,IoT,7,IOT-Percept,IOT-App,2000
electrical network,IoT,7,IOT-Percept,IOT-App,2000
new technologies,IoT,7,IOT-Percept,IOT-App,2000
Patient Monitoring,IoT,8,IOT-Percept,IOT-App,2000
Cognitive Architecture,IoT,8,IOT-Percept,IOT-App,2000
ACT-R,IoT,8,IOT-Percept,IOT-App,2000
TOSCA,IoT,10,IOT-Percept,IOT-App,2000
energy,PV,10,IOT-Percept,EPS-Source,2000
Volt-Var control,PV,8,IOT-Percept,EPS-Source,2000
PV generator system,PV,8,IOT-Percept,EPS-Source,2000
Smart PV inverter,PV,8,IOT-Percept,EPS-Source,2000
Voltage regulation,PV,8,IOT-Percept,EPS-Source,2000
geostationary satellite,PV,8,IOT-Percept,EPS-Source,2000
satellite-derived PV power generation,PV,8,IOT-Percept,EPS-Source,2000
Photovoltaic module,PV,7,IOT-Percept,EPS-Source,2000
mono crystalline,PV,7,IOT-Percept,EPS-Source,2000
multi crystalline,PV,7,IOT-Percept,EPS-Source,2000
thin film,PV,7,IOT-App,EPS-Source,2000
Maximum Power Point,PV,7,IOT-Percept,EPS-Source,2000
Plug-in electric vehicles,PHEVs,8,IOT-Percept,EPS-Load,2000
Charging strategy,PHEVs,8,IOT-Percept,EPS-Load,2000
Evolution strategy particle swarm optimization,PHEVs,8,IOT-Percept,EPS-Load,2000
Network topology optimization,PHEVs,8,IOT-Percept,EPS-Load,2000
Power system reliability,PHEVs,8,IOT-Percept,EPS-Load,2000
smartgrid,PV,7,IOT-Percept,EPS-Source,2000
DR,PEVs,8,EPS-Source,IOT-Percept,2000
Demand response,PEVs,8,EPS-Source,IOT-Percept,2000
MPC,PEVs,8,IOT-Compute,IOT-Percept,2000
Model predictive control,PEVs,8,EPS-Load,IOT-Percept,2000
CVaR,PEVs,8,IOT-Percept,IOT-Percept,2000
Conditional value at risk,PEVs,8,IOT-Percept,IOT-Percept,2000
Wind power,PEVs,8,EPS-Load,IOT-Percept,2000
Commercial building microgrids,PEVs,8,IOT-Percept,IOT-Percept,2000
power system transient stability,STATCOM,8,IOT-Percept,EPS-Source,2000
wind farm,DC,12,IOT-Percept,EPS-Source,2000
line fault,DC,12,IOT-Percept,EPS-Source,2000
Renewable energy resources,PEVs,8,IOT-Percept,IOT-Percept,2000
Green transportation,PEVs,8,IOT-Percept,IOT-Percept,2000
Energy storage scheduling,energy storage,16,IOT-Percept,EPS-Source,2000
Network losses,energy storage,12,IOT-Percept,EPS-Source,2000
Renewable energy uncertainty,energy storage,12,IOT-Percept,EPS-Source,2000
Nomenclature,energy storage,12,IOT-Percept,EPS-Source,2000
distributed generator,DC,8,IOT-Percept,EPS-Source,2000
bidirectional DC-DC converter,DC,13,IOT-Percept,EPS-Source,2000
dynamical modeling,PV,7,IOT-Percept,EPS-Source,2000
dynamic interactions,PV,7,IOT-Percept,EPS-Source,2000
multiple PV units,PV,7,IOT-Percept,EPS-Source,2000
grid-connected system,PV,7,IOT-Percept,EPS-Source,2000
wind turbines,energy storage,8,IOT-Compute,EPS-Source,2000
microgrid system,energy storage,7,IOT-Percept,EPS-Source,2000
Business cases,MGs,10,IOT-Percept,IOT-Compute,2000
Multi-energy systems,MGs,10,IOT-Percept,IOT-Compute,2000
Grid services,MGs,10,IOT-Percept,IOT-Compute,2000
Transactive energy,MGs,10,IOT-Percept,IOT-Compute,2000
Monte Carlo simulation,MGs,10,EPS-Source,IOT-Compute,2000
Techno-economic analysis,MGs,10,IOT-Percept,IOT-Compute,2000
BDDC,PV,10,IOT-Percept,EPS-Source,2000
battery,VSC,8,EPS-Store,IOT-Compute,2000
BDDC,VSC,8,IOT-Percept,IOT-Compute,2000
Conservation Voltage Reduction,CVR,8,IOT-Percept,IOT-Percept,2000
Distribution Grid,CVR,8,IOT-Percept,IOT-Percept,2000
Volt-VAR control,CVR,8,IOT-Percept,IOT-Percept,2000
Photovoltaic,CVR,8,EPS-Grid,IOT-Percept,2000
Smart Grids,CVR,8,IOT-Percept,IOT-Percept,2000
Fuel cell,fuel cells,9,EPS-Source,IOT-Percept,2000
hydrogen,fuel cells,9,IOT-Percept,IOT-Percept,2000
backup power,fuel cells,9,IOT-Percept,IOT-Percept,2000
grid service,fuel cells,9,IOT-Percept,IOT-Percept,2000
cell tower,fuel cells,9,IOT-Percept,IOT-Percept,2000
switched reluctance generator,DC,10,IOT-Percept,EPS-Source,2000
wind systems,DC,10,IOT-Percept,EPS-Source,2000
AC grids,DC,10,IOT-Percept,EPS-Source,2000
backstepping controller,DC,10,IOT-Percept,EPS-Source,2000
bi-directional voltage source converter,DC,10,IOT-Percept,EPS-Source,2000
control Lyapunov functions,DC,10,IOT-Percept,EPS-Source,2000
PCC,DC,8,IOT-Percept,EPS-Source,2000
Curve fitting,PV,7,IOT-Percept,EPS-Source,2000
Probability density function,PV,7,IOT-Percept,EPS-Source,2000
Irradiance ranges,PV,7,IOT-Percept,EPS-Source,2000
Uncertainty,PV,7,EPS-Source,EPS-Source,2000
power system measurement,DC,7,IOT-Percept,EPS-Source,2000
real-time digital simulator,DC,7,IOT-Percept,EPS-Source,2000
Demand response,ISO,8,EPS-Source,IOT-Percept,2000
discomfort cost,ISO,8,IOT-Percept,IOT-Percept,2000
power flow problem,ISO,8,IOT-Percept,IOT-Percept,2000
decentralized algorithm,ISO,8,IOT-Percept,IOT-Percept,2000
HVDC power convertors,DC,7,IOT-Percept,EPS-Source,2000
Load Control,EVs,8,IOT-Percept,EPS-Source,2000
Distributed scheduling,EVs,8,IOT-Percept,EPS-Source,2000
Battery Management system,DC,11,IOT-Percept,EPS-Source,2000
NSC,DC,11,IOT-Percept,EPS-Source,2000
Nanogrid System Controller,DC,11,IOT-Percept,EPS-Source,2000
Nanogrid Switch/Socket,DC,7,IOT-Percept,EPS-Source,2000
distributed generator,power quality,7,IOT-Percept,EPS-Source,2000
grid-connected converter,power quality,7,IOT-Percept,EPS-Source,2000
situation awareness,power quality,7,IOT-Percept,EPS-Source,2000
situation orientation,power quality,7,IOT-Percept,EPS-Source,2000
energy management system,DR,7,EPS-Source,EPS-Source,2000
demand-side management,DR,7,IOT-Percept,EPS-Source,2000
Unit commitment,DR,8,IOT-Percept,EPS-Source,2000
Demand-Side Management,DR,8,IOT-Percept,EPS-Source,2000
Energy Markets,DR,8,IOT-Percept,EPS-Source,2000
Power Systems,DR,8,IOT-Percept,EPS-Source,2000
Legislation,DR,8,IOT-Percept,EPS-Source,2000
Artificial Neural Networks,ANNs,9,IOT-Network,IOT-Network,2000
non-intrusive load monitoring,HEMS,8,IOT-Network,EPS-Source,2000
smart homes,HEMS,8,IOT-Network,EPS-Source,2000
charging scheme,EVs,8,IOT-Network,EPS-Source,2000
queuing model,EVs,8,IOT-Network,EPS-Source,2000
contract theory,EVs,13,IOT-Network,EPS-Source,2000
admission control,EVs,8,IOT-Network,EPS-Source,2000
Cybersecurity,ESTs,7,IOT-Network,IOT-Network,2000
Active distribution network,ESTs,7,IOT-Network,IOT-Network,2000
Blockchain,ESTs,7,IOT-Network,IOT-Network,2000
Decentralized decision-making,ESTs,7,IOT-Network,IOT-Network,2000
Internet of Things,ESTs,7,IOT-App,IOT-Network,2000
Networked microgrids,ESTs,7,IOT-Network,IOT-Network,2000
Transactive energy,ESTs,7,IOT-Percept,IOT-Network,2000
concentrator photovoltaics,PV,8,IOT-Network,EPS-Source,2000
micro-tracking,PV,8,IOT-Network,EPS-Source,2000
CPV,PV,8,IOT-Network,EPS-Source,2000
internal rate of return,PV,8,IOT-Network,EPS-Source,2000
demand charges,PV,8,IOT-Network,EPS-Source,2000
behind-the-meter,PV,8,IOT-Network,EPS-Source,2000
Unit commitment,ESTs,7,IOT-Percept,IOT-Network,2000
Multi-objective optimization,ESTs,7,IOT-Network,IOT-Network,2000
Two-stage stochastic programming method,ESTs,7,IOT-Network,IOT-Network,2000
Uncertainty,ESTs,7,EPS-Source,IOT-Network,2000
Smart grid technologies,ESTs,7,IOT-Network,IOT-Network,2000
Demand response programs,ESTs,7,IOT-Network,IOT-Network,2000
Mixed-integer linear programming,ESTs,7,EPS-Load,IOT-Network,2000
Droop control,EVs,7,EPS-Load,EPS-Source,2000
particle swarm optimisation,BESS,8,IOT-Network,IOT-Network,2000
distributed algorithms,BESS,8,IOT-Network,IOT-Network,2000
Dynamic Modelling,DC,7,IOT-Network,EPS-Source,2000
fault,DC,7,IOT-Network,EPS-Source,2000
Power system,DC,7,IOT-Network,EPS-Source,2000
Lithium-ion Battery Degradation,BESS,7,IOT-Network,IOT-Network,2000
MILP Optimization Model,BESS,7,IOT-Network,IOT-Network,2000
Droop Control Method,DC,7,IOT-Network,EPS-Source,2000
two-stage,energy storage,7,IOT-Network,EPS-Source,2000
lifetime,energy storage,7,IOT-Network,EPS-Source,2000
Magnetic field,IPLEH,8,IOT-Network,IOT-Network,2000
Indoor power line,IPLEH,8,IOT-Network,IOT-Network,2000
Ferrite split-core,IPLEH,8,IOT-Network,IOT-Network,2000
Self-powered,IPLEH,8,IOT-Network,IOT-Network,2000
Wireless sensor network,IPLEH,8,EPS-Store,IOT-Network,2000
Smart home applications,IPLEH,8,IOT-Network,IOT-Network,2000
Network connectivity,IoT,8,IOT-Network,IOT-App,2000
Smart infrastructure,IoT,8,IOT-Network,IOT-App,2000
WSNs,DUCF,9,IOT-App,IOT-Network,2000
Wireless sensor networks,DUCF,9,EPS-Source,IOT-Network,2000
Route,DUCF,9,IOT-Network,IOT-Network,2000
Fuzzy logic inference,DUCF,9,IOT-Network,IOT-Network,2000
Distributed clustering algorithm,DUCF,9,IOT-Network,IOT-Network,2000
Residual energy,DUCF,9,IOT-Network,IOT-Network,2000
WSN,transmitter,7,IOT-Network,EPS-Store,2000
RFID systems,RFID,10,IOT-Network,IOT-Network,2000
low power,transmitter,7,IOT-Network,EPS-Store,2000
Forward error detection and correction,LCPC,8,IOT-Network,IOT-App,2000
Channel coding,LCPC,8,IOT-Network,IOT-App,2000
Hamming code,LCPC,8,IOT-Network,IOT-App,2000
LDPC code,LCPC,8,IOT-Network,IOT-App,2000
IoT,LCPC,8,IOT-App,IOT-App,2000
IIoT,loT,8,IOT-Network,IOT-Network,2000
IWSN,loT,8,IOT-Network,IOT-Network,2000
industrial wireless sensor network,loT,8,IOT-Network,IOT-Network,2000
large-scale petrochemical plants,loT,8,IOT-Network,IOT-Network,2000
advanced metering infrastructure,Internet of Things,10,IOT-Network,IOT-App,2000
building energy management system,Internet of Things,10,IOT-Network,IOT-App,2000
power quality,Internet of Things,10,EPS-Source,IOT-App,2000
SW-WSN,WSN,12,IOT-Network,IOT-Network,2000
Small world WSN,WSN,12,IOT-Network,IOT-Network,2000
SWC,WSN,30,IOT-Network,IOT-Network,2000
small world characteristics,WSN,30,IOT-Network,IOT-Network,2000
energy balancing,WSN,12,IOT-Network,IOT-Network,2000
data latency,WSN,12,IOT-Network,IOT-Network,2000
node localization,WSN,18,IOT-Network,IOT-Network,2000
data MULEs,WSN,18,IOT-Network,IOT-Network,2000
throughput performance,WSN,18,IOT-Network,IOT-Network,2000
Secure data stream,IoT,14,IOT-Network,IOT-App,2000
Usability,IoT,14,IOT-Network,IOT-App,2000
WSN,three-dimensional,8,IOT-Network,IOT-Network,2000
RSSI,three-dimensional,8,IOT-App,IOT-Network,2000
Received signal strength indicator,three-dimensional,8,IOT-Network,IOT-Network,2000
PLE,three-dimensional,8,IOT-Network,IOT-Network,2000
Path loss exponent,three-dimensional,8,IOT-Network,IOT-Network,2000
3D weighted centroid localization algorithm,three-dimensional,8,IOT-Network,IOT-Network,2000
MLE,three-dimensional,8,IOT-Network,IOT-Network,2000
Maximum likelihood estimation,three-dimensional,8,IOT-Network,IOT-Network,2000
Grouping,IoT,8,IOT-Network,IOT-App,2000
Agent,IoT,8,IOT-Network,IOT-App,2000
Hadoop ecosystem,IoT,13,IOT-Network,IOT-App,2000
Girvan-Newman algorithm,IoT,8,IOT-Network,IOT-App,2000
Rigel embedding,IoT,8,IOT-Network,IOT-App,2000
Fuzzy system,IoT,9,IOT-Network,IOT-App,2000
IoT,wireless multimedia sensor networks,8,IOT-App,IOT-Network,2000
Internet of things,wireless multimedia sensor networks,8,EPS-Source,IOT-Network,2000
Big graph databases,wireless multimedia sensor networks,8,IOT-Network,IOT-Network,2000
NoSQL databases,wireless multimedia sensor networks,8,IOT-Network,IOT-Network,2000
Wireless multimedia sensor networks,wireless multimedia sensor networks,8,IOT-Network,IOT-Network,2000
Simulator,wireless multimedia sensor networks,8,IOT-Network,IOT-Network,2000
machine learning,WSN,10,IOT-App,IOT-Network,2000
Internet of vehicles,IoT,10,IOT-Network,IOT-App,2000
Video streaming,IoT,10,IOT-Network,IOT-App,2000
Vehicular communication,IoT,10,IOT-Network,IOT-App,2000
Intelligent transportation system,IoT,10,IOT-Network,IOT-App,2000
Traffic safety,IoT,10,IOT-Network,IOT-App,2000
Internet of Things,WMS,9,IOT-App,IOT-Network,2000
wireless multimedia system,WMS,9,IOT-Network,IOT-Network,2000
state transition,WMS,9,IOT-Network,IOT-Network,2000
malware propagation,WMS,9,IOT-Network,IOT-Network,2000
differential game,WMS,9,IOT-Network,IOT-Network,2000
wireless multimedia system,IoT,9,IOT-Network,IOT-App,2000
state transition,IoT,9,IOT-Network,IOT-App,2000
malware propagation,IoT,9,IOT-Network,IOT-App,2000
differential game,IoT,9,IOT-Network,IOT-App,2000
NDN,loT,15,IOT-Network,IOT-Network,2000
Named Data Networking,loT,15,IOT-Network,IOT-Network,2000
Forwarding,loT,15,IOT-Network,IOT-Network,2000
MDP,loT,15,IOT-Network,IOT-Network,2000
Markov Decision Process,loT,15,IOT-Network,IOT-Network,2000
Latency,loT,15,IOT-Network,IOT-Network,2000
Delay,loT,15,IOT-App,IOT-Network,2000
Green IoT,Internet of Things,8,IOT-Network,IOT-App,2000
Green RFID,Internet of Things,8,IOT-Network,IOT-App,2000
Green Data Centers,Internet of Things,8,IOT-Network,IOT-App,2000
Wi-Fi Module,IoT,8,IOT-Network,IOT-App,2000
congestion control,wireless sensor networks,9,IOT-App,IOT-App,2000
congestion detection,wireless sensor networks,9,IOT-Network,IOT-App,2000
congestion avoidance,wireless sensor networks,9,IOT-Network,IOT-App,2000
congestion release,wireless sensor networks,9,IOT-Network,IOT-App,2000
LoRa WAN,LoRa,9,IOT-Network,IOT-App,2000
Monitoring,LoRa,9,IOT-Network,IOT-App,2000
Mobile Sensing Platform,GPRS,8,IOT-Network,IOT-Network,2000
Data Collection,GPRS,8,IOT-Network,IOT-Network,2000
Soil Moisture Monitoring,GPRS,8,IOT-Network,IOT-Network,2000
Smart security systems,IoT,12,IOT-Network,IOT-App,2000
Smart business,IoT,12,IOT-Network,IOT-App,2000
Radio Frequency identification,IoT,12,IOT-Network,IOT-App,2000
REID,IoT,12,IOT-Network,IOT-App,2000
Global Positioning System,IoT,24,IOT-Network,IOT-App,2000
GPS,IoT,14,IOT-Network,IOT-App,2000
Global System for Nlobile communication,IoT,12,IOT-Network,IOT-App,2000
GSNI,IoT,12,IOT-Network,IOT-App,2000
