Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
energy sharing problem,SE,6,IOT-Percept,IOT-Percept,2000
Stackelberg game,SE,6,IOT-App,IOT-Percept,2000
microgrid operator,SE,6,IOT-Percept,IOT-Percept,2000
MGO,SE,6,IOT-Percept,IOT-Percept,2000
internal buying prices,SE,6,IOT-Percept,IOT-Percept,2000
selling prices,SE,6,IOT-Percept,IOT-Percept,2000
energy trading,SE,6,IOT-Network,IOT-Percept,2000
day-ahead market,SE,6,IOT-Percept,IOT-Percept,2000
real-time market,SE,6,IOT-Percept,IOT-Percept,2000
Stackelberg equilibrium,SE,6,IOT-Percept,IOT-Percept,2000
heuristic algorithm,SE,6,EPS-Load,IOT-Percept,2000
dynamical modeling,PV,7,IOT-Percept,EPS-Source,2000
dynamic interactions,PV,7,IOT-Percept,EPS-Source,2000
multiple PV units,PV,7,IOT-Percept,EPS-Source,2000
grid-connected system,PV,7,IOT-Percept,EPS-Source,2000
wind turbines,energy storage,8,IOT-Compute,EPS-Source,2000
microgrid system,energy storage,7,IOT-Percept,EPS-Source,2000
Business cases,MGs,10,IOT-Percept,IOT-Compute,2000
Multi-energy systems,MGs,10,IOT-Percept,IOT-Compute,2000
Grid services,MGs,10,IOT-Percept,IOT-Compute,2000
Transactive energy,MGs,10,IOT-Percept,IOT-Compute,2000
Monte Carlo simulation,MGs,10,IOT-Percept,IOT-Compute,2000
Techno-economic analysis,MGs,10,IOT-Percept,IOT-Compute,2000
Business cases,MG,6,IOT-Percept,EPS-Load,2000
Multi-energy systems,MG,6,IOT-Percept,EPS-Load,2000
Grid services,MG,6,IOT-Percept,EPS-Load,2000
Transactive energy,MG,6,IOT-Percept,EPS-Load,2000
Monte Carlo simulation,MG,6,IOT-Percept,EPS-Load,2000
Techno-economic analysis,MG,6,IOT-Percept,EPS-Load,2000
Perturb & Observation MPPT,power quality,6,IOT-Percept,EPS-Source,2000
Adaptive control power quality,power quality,6,IOT-Percept,EPS-Source,2000
Hydroelectric power generation,PV,6,EPS-Grid,EPS-Source,2000
Mongolia,PV,6,IOT-Percept,EPS-Source,2000
solar PV,dc microgrid,6,IOT-Network,IOT-Network,2000
Partial shading conditions,PV,5,IOT-Percept,EPS-Source,2000
PV module connection topologies,PV,5,IOT-Percept,EPS-Source,2000
shading patterns,PV,5,IOT-Percept,EPS-Source,2000
solar PV module,PV,5,IOT-Percept,EPS-Source,2000
Solar photovoltaic,GCM,6,IOT-Network,IOT-Percept,2000
battery,GCM,6,EPS-Store,IOT-Percept,2000
BDDC,GCM,6,IOT-Percept,IOT-Percept,2000
power quality,GCM,6,EPS-Source,IOT-Percept,2000
SAM and GCM,GCM,6,IOT-Percept,IOT-Percept,2000
BDDC,PV,10,IOT-Percept,EPS-Source,2000
battery,VSC,8,EPS-Store,EPS-Load,2000
BDDC,VSC,8,IOT-Percept,EPS-Load,2000
Bidirectional Converter,VSC,6,IOT-Percept,EPS-Load,2000
Photovoltaic,VSC,6,EPS-Grid,EPS-Load,2000
SyRG (Synchronous Reluctance Generator),VSC,6,IOT-Percept,EPS-Load,2000
Conservation Voltage Reduction,CVR,8,IOT-Percept,IOT-Percept,2000
Distribution Grid,CVR,8,IOT-Percept,IOT-Percept,2000
Volt-VAR control,CVR,8,IOT-Percept,IOT-Percept,2000
Photovoltaic,CVR,8,EPS-Grid,IOT-Percept,2000
Smart Grids,CVR,8,IOT-Percept,IOT-Percept,2000
ES,DC,6,IOT-Percept,EPS-Source,2000
Boost converter,AC,6,EPS-Source,IOT-Percept,2000
ES,AC,6,IOT-Percept,IOT-Percept,2000
Power quality,AC,6,EPS-Source,IOT-Percept,2000
SECS,AC,6,IOT-Percept,IOT-Percept,2000
SWT,DC,6,IOT-Percept,EPS-Source,2000
VSC-MTDC,DC,6,IOT-Percept,EPS-Source,2000
Fuel cell,fuel cells,9,EPS-Source,IOT-Percept,2000
hydrogen,fuel cells,9,IOT-Percept,IOT-Percept,2000
backup power,fuel cells,9,IOT-Percept,IOT-Percept,2000
grid service,fuel cells,9,IOT-Percept,IOT-Percept,2000
cell tower,fuel cells,9,IOT-Percept,IOT-Percept,2000
exergy,multi-energy microgrid,6,IOT-Percept,IOT-Percept,2000
CCHP,multi-energy microgrid,6,IOT-Percept,IOT-Percept,2000
multi-energy,multi-energy microgrid,6,IOT-Percept,IOT-Percept,2000
Bus voltage,DC,6,IOT-Percept,EPS-Source,2000
Super capacitor,DC,6,IOT-Percept,EPS-Source,2000
switched reluctance generator,DC,10,IOT-Percept,EPS-Source,2000
wind systems,DC,10,IOT-Percept,EPS-Source,2000
DC microgrids,SRG,6,EPS-Store,IOT-Percept,2000
wind systems,SRG,6,IOT-Percept,IOT-Percept,2000
bidirectional DC-DC converter,SRG,6,IOT-Percept,IOT-Percept,2000
Solar PV array,PV,6,IOT-Percept,EPS-Source,2000
BES,PV,6,IOT-Percept,EPS-Source,2000
Multi-level inverters,DC,6,IOT-Percept,EPS-Source,2000
Switching,DC,6,IOT-Percept,EPS-Source,2000
Selective harmonic,DC,6,IOT-Percept,EPS-Source,2000
Closed loop controller,DC,6,IOT-Percept,EPS-Source,2000
Smart Hot Water Pipelines,smart grids,6,IOT-Percept,EPS-Source,2000
Local Energy Trading,smart grids,6,IOT-Percept,EPS-Source,2000
SMR,DG,6,IOT-Percept,EPS-Source,2000
Small Modular Reactor,DG,6,IOT-Percept,EPS-Source,2000
AHP,DG,6,IOT-Percept,EPS-Source,2000
Analytical Hierarchy Process,DG,6,IOT-Percept,EPS-Source,2000
FAHP,DG,6,IOT-Percept,EPS-Source,2000
Fuzzy AHP,DG,6,IOT-Percept,EPS-Source,2000
MCDM,DG,6,IOT-Percept,EPS-Source,2000
Multi Criteria Decision Making,DG,6,IOT-Percept,EPS-Source,2000
Distributed power supply,PV,5,IOT-Percept,EPS-Source,2000
AC grids,DC,10,IOT-Percept,EPS-Source,2000
backstepping controller,DC,10,IOT-Percept,EPS-Source,2000
bi-directional voltage source converter,DC,10,IOT-Percept,EPS-Source,2000
control Lyapunov functions,DC,10,IOT-Percept,EPS-Source,2000
PCC,DC,8,IOT-Percept,EPS-Source,2000
renewable,PV,5,IOT-Percept,EPS-Source,2000
sources,PV,5,IOT-Percept,EPS-Source,2000
wind,PV,5,IOT-Percept,EPS-Source,2000
Photovoltaic inverter,PV,5,IOT-Percept,EPS-Source,2000
EMS,PV,6,IOT-App,EPS-Source,2000
decarbonization,CO2,6,IOT-Percept,EPS-Source,2000
electricity storage,CO2,6,EPS-Store,EPS-Source,2000
power systems,CO2,6,IOT-Percept,EPS-Source,2000
climate change mitigation,CO2,6,IOT-Percept,EPS-Source,2000
carbon dioxide emissions,CO2,6,IOT-Percept,EPS-Source,2000
battery,CO2,6,EPS-Store,EPS-Source,2000
Generalized neural network,PV,5,IOT-Percept,EPS-Source,2000
Grid-integrated solar PV systems,PV,5,IOT-Percept,EPS-Source,2000
PV forecasting,PV,5,IOT-Percept,EPS-Source,2000
Smart grid systems,PV,5,IOT-Percept,EPS-Source,2000
High step-up,DC,6,IOT-Percept,EPS-Source,2000
Micro-grid Photovoltaic,DC,6,IOT-Percept,EPS-Source,2000
Power flow administration,DC,6,IOT-Percept,EPS-Source,2000
Wind conversion systems,DC,6,IOT-Percept,EPS-Source,2000
hierarchical control,MG,5,EPS-Source,EPS-Load,2000
photovoltaics,MG,5,IOT-Network,EPS-Load,2000
particle swarm optimization,AC,6,EPS-Store,IOT-Percept,2000
Power quality and WECS,DC,6,IOT-Percept,EPS-Source,2000
Curve fitting,PV,7,IOT-Percept,EPS-Source,2000
Probability density function,PV,7,IOT-Percept,EPS-Source,2000
Irradiance ranges,PV,7,IOT-Percept,EPS-Source,2000
Uncertainty,PV,7,EPS-Source,EPS-Source,2000
voltage and current harmonics,power quality,5,IOT-Percept,EPS-Source,2000
distributed monitoring of power quality,power quality,5,IOT-Percept,EPS-Source,2000
electric power systems,power quality,5,IOT-Percept,EPS-Source,2000
phasor measurement units,SE,5,EPS-Source,IOT-Percept,2000
SSCB,DC,6,IOT-Percept,EPS-Source,2000
coupled inductor,DC,6,IOT-Percept,EPS-Source,2000
commutation,DC,6,IOT-Percept,EPS-Source,2000
pre-charging,DC,6,IOT-Percept,EPS-Source,2000
Phasor Measurement Unit,PDC,6,EPS-Source,EPS-Source,2000
Latency,PDC,6,IOT-Network,EPS-Source,2000
Power systems,PDC,6,EPS-Source,EPS-Source,2000
Smart grid,PDC,6,EPS-Source,EPS-Source,2000
IEEE 1609 WAVE,EVs,6,IOT-Percept,EPS-Source,2000
riverbed modeler,EVs,6,IOT-Percept,EPS-Source,2000
vehicular ad hoc network,EVs,6,IOT-Percept,EPS-Source,2000
Network partition,DAP,6,IOT-Percept,IOT-Percept,2000
Transmission routes,DAP,6,IOT-Percept,IOT-Percept,2000
power system measurement,DC,7,IOT-Percept,EPS-Source,2000
real-time digital simulator,DC,7,IOT-Percept,EPS-Source,2000
feature extraction,DC,6,IOT-Percept,EPS-Source,2000
Demand response,ISO,8,EPS-Source,IOT-Percept,2000
discomfort cost,ISO,8,IOT-Percept,IOT-Percept,2000
power flow problem,ISO,8,IOT-Percept,IOT-Percept,2000
decentralized algorithm,ISO,8,IOT-Percept,IOT-Percept,2000
HVDC power convertors,DC,7,IOT-Percept,EPS-Source,2000
frequency response,DC,6,IOT-Percept,EPS-Source,2000
Microgrids,CCC,5,EPS-Grid,IOT-Percept,2000
End-to-end platform,CCC,5,IOT-Percept,IOT-Percept,2000
IoT,CCC,5,IOT-App,IOT-Percept,2000
Cloud,CCC,5,EPS-Store,IOT-Percept,2000
Embedded sensing,CCC,5,IOT-Percept,IOT-Percept,2000
Load scheduling,CCC,5,IOT-Percept,IOT-Percept,2000
Critical peak pricing,CCC,5,IOT-Percept,IOT-Percept,2000
Load Control,EVs,8,IOT-Percept,EPS-Source,2000
Distributed scheduling,EVs,8,IOT-Percept,EPS-Source,2000
Battery Management system,DC,11,IOT-Percept,EPS-Source,2000
NSC,DC,11,IOT-Percept,EPS-Source,2000
Nanogrid System Controller,DC,11,IOT-Percept,EPS-Source,2000
Nanogrid Switch/Socket,DC,7,IOT-Percept,EPS-Source,2000
Big data,SG,5,IOT-App,EPS-Source,2000
data quality,SG,5,EPS-Store,EPS-Source,2000
power system,SG,5,IOT-Network,EPS-Source,2000
Repetitive Control,DC,6,IOT-Percept,EPS-Source,2000
H-infinity Control,DC,6,IOT-Percept,EPS-Source,2000
Unbalanced Loads,DC,6,IOT-Percept,EPS-Source,2000
Nonlinear Loads.,DC,6,IOT-Percept,EPS-Source,2000
microgrid,RT,5,EPS-Source,IOT-Percept,2000
AC-DC power converters,electric vehicle,5,IOT-Percept,EPS-Grid,2000
DC-DC power converters,electric vehicle,5,IOT-Percept,EPS-Grid,2000
power conversion,electric vehicle,5,IOT-Network,EPS-Grid,2000
reactive power control,electric vehicle,5,EPS-Source,EPS-Grid,2000
voltage control,electric vehicle,5,EPS-Source,EPS-Grid,2000
peer-to-peer control,DC,6,IOT-Percept,EPS-Source,2000
distributed DC microgrid,DC,6,IOT-Percept,EPS-Source,2000
distributed generator,power quality,7,IOT-Percept,EPS-Source,2000
grid-connected converter,power quality,7,IOT-Percept,EPS-Source,2000
situation awareness,power quality,7,IOT-Percept,EPS-Source,2000
situation orientation,power quality,7,IOT-Percept,EPS-Source,2000
Smart Load,energy storage,6,IOT-Percept,EPS-Source,2000
DC protection system,DC,5,IOT-Percept,EPS-Source,2000
selective fault clearing,DC,5,IOT-Percept,EPS-Source,2000
Battery energy storage,SCADA,5,IOT-Network,IOT-Network,2000
model predictive control,SCADA,5,EPS-Store,IOT-Network,2000
prosumers,SCADA,5,EPS-Source,IOT-Network,2000
transactive control,SCADA,5,IOT-Percept,IOT-Network,2000
stability,DR,6,IOT-Percept,EPS-Source,2000
robustness,DR,6,IOT-Percept,EPS-Source,2000
vehicle-to-grid energy system,DR,6,IOT-Percept,EPS-Source,2000
mobility,DR,6,IOT-Percept,EPS-Source,2000
dynamical complex network,DR,6,IOT-Percept,EPS-Source,2000
Analytical target cascading,MGs,5,EPS-Store,IOT-Compute,2000
Autonomous optimized economic dispatch,MGs,5,IOT-Percept,IOT-Compute,2000
Interest game,MGs,5,IOT-Percept,IOT-Compute,2000
Multi-microgrids,MGs,5,IOT-Percept,IOT-Compute,2000
price-based demand response,DR,5,IOT-Percept,EPS-Source,2000
energy management system,DR,7,EPS-Source,EPS-Source,2000
multi-microgrid,DR,5,IOT-Percept,EPS-Source,2000
optimal operation,DR,5,IOT-Percept,EPS-Source,2000
demand-side management,DR,7,IOT-App,EPS-Source,2000
edge computing,DR,5,IOT-App,EPS-Source,2000
swarm intelligence,DR,5,IOT-Percept,EPS-Source,2000
Smart home,SHT,6,EPS-Store,IOT-Percept,2000
Demand response,SHT,6,EPS-Source,IOT-Percept,2000
Demand flexibility,SHT,6,IOT-Percept,IOT-Percept,2000
Flexiwatts,SHT,6,IOT-Percept,IOT-Percept,2000
Unit commitment,DR,8,EPS-Grid,EPS-Source,2000
Electric load forecasting,IoT,5,IOT-Percept,IOT-App,2000
artificial intelligence,IoT,5,EPS-Source,IOT-App,2000
Demand-Side Management,DR,8,IOT-Percept,EPS-Source,2000
Energy Markets,DR,8,IOT-Percept,EPS-Source,2000
Power Systems,DR,8,IOT-Percept,EPS-Source,2000
Legislation,DR,8,IOT-Percept,EPS-Source,2000
Real Time Pricing Algorithm,RTP,6,IOT-Percept,EPS-Source,2000
Distributed Algorithm,RTP,6,IOT-Percept,EPS-Source,2000
Smart Grids,RTP,6,IOT-Percept,EPS-Source,2000
Quadprog Function,RTP,6,IOT-Percept,EPS-Source,2000
Simulation,RTP,6,EPS-Store,EPS-Source,2000
Home Area Network,HAN,5,IOT-Percept,IOT-Percept,2000
Hardware Security,HAN,5,EPS-Store,IOT-Percept,2000
Advanced Metering Infrastructure,HAN,5,EPS-Source,IOT-Percept,2000
Hardware Trojan,HAN,5,IOT-Percept,IOT-Percept,2000
voltage quality monitoring,smart meter,5,IOT-Network,EPS-Source,2000
capacity value,DR,6,IOT-Network,EPS-Source,2000
operating reserve,DR,6,IOT-Network,EPS-Source,2000
customer willingness,DR,6,IOT-Network,EPS-Source,2000
data driven,DR,6,IOT-Network,EPS-Source,2000
Load Forecasting,ANNs,5,EPS-Source,IOT-Network,2000
Artificial Neural Networks,ANNs,9,IOT-Network,IOT-Network,2000
Evolutionary Algorithms,ANNs,5,IOT-Network,IOT-Network,2000
Biogeography-Based Optimization,ANNs,5,IOT-Network,IOT-Network,2000
Optimally Configured Neural Networks,ANNs,5,IOT-Network,IOT-Network,2000
incentive compatibility,EVs,6,IOT-Network,EPS-Source,2000
Energy management,DRP,5,EPS-Source,IOT-Network,2000
Smart grid,DRP,5,EPS-Source,IOT-Network,2000
TOPSIS,DRP,5,IOT-Network,IOT-Network,2000
Production energy planning,DRP,5,IOT-Network,IOT-Network,2000
Delphi method,DRP,5,IOT-Network,IOT-Network,2000
Linear programming,DRP,5,IOT-Network,IOT-Network,2000
Decision making,DRP,5,IOT-Network,IOT-Network,2000
And optimisation,DRP,5,IOT-Network,IOT-Network,2000
non-intrusive load monitoring,NILM,5,IOT-Network,EPS-Store,2000
Unbundled Smart Meter,EVs,5,IOT-Network,EPS-Source,2000
standardisation,EVs,5,IOT-Network,EPS-Source,2000
SGAM,EVs,5,IOT-Network,EPS-Source,2000
Internet of Things,EVs,5,IOT-App,EPS-Source,2000
Smart Meter eXtension,EVs,5,IOT-Network,EPS-Source,2000
load disaggregation,HEMS,6,IOT-Network,EPS-Source,2000
neuro-fuzzy classification,HEMS,6,IOT-Network,EPS-Source,2000
non-intrusive load monitoring,HEMS,8,IOT-Network,EPS-Source,2000
unsupervised learning,HEMS,6,IOT-Network,EPS-Source,2000
smart homes,HEMS,8,IOT-Network,EPS-Source,2000
smart distribution networks,FLISR,5,IOT-Network,IOT-Network,2000
fault detection,FLISR,5,IOT-Network,IOT-Network,2000
fault location,FLISR,5,IOT-Network,IOT-Network,2000
fault isolation,FLISR,5,IOT-Network,IOT-Network,2000
service restoration,FLISR,5,IOT-Network,IOT-Network,2000
self-healing,FLISR,5,IOT-Network,IOT-Network,2000
and fault indicator,FLISR,5,IOT-Network,IOT-Network,2000
Authentication,key agreement protocol,6,IOT-App,IOT-Network,2000
Household electricity,DR,5,IOT-Network,EPS-Source,2000
Dynamic electricity pricing,DR,5,IOT-Network,EPS-Source,2000
Energy feedback,DR,5,IOT-Network,EPS-Source,2000
charging scheme,EVs,8,IOT-Network,EPS-Source,2000
queuing model,EVs,8,IOT-Network,EPS-Source,2000
contract theory,EVs,13,IOT-Network,EPS-Source,2000
admission control,EVs,8,IOT-Network,EPS-Source,2000
Cybersecurity,ESTs,7,IOT-Network,IOT-Network,2000
Active distribution network,ESTs,7,IOT-Network,IOT-Network,2000
Blockchain,ESTs,7,IOT-Network,IOT-Network,2000
Decentralized decision-making,ESTs,7,IOT-Network,IOT-Network,2000
Internet of Things,ESTs,7,IOT-App,IOT-Network,2000
Networked microgrids,ESTs,7,IOT-Network,IOT-Network,2000
Transactive energy,ESTs,7,IOT-Percept,IOT-Network,2000
concentrator photovoltaics,PV,8,IOT-Network,EPS-Source,2000
micro-tracking,PV,8,IOT-Network,EPS-Source,2000
CPV,PV,8,IOT-Network,EPS-Source,2000
internal rate of return,PV,8,IOT-Network,EPS-Source,2000
demand charges,PV,8,IOT-Network,EPS-Source,2000
behind-the-meter,PV,8,IOT-Network,EPS-Source,2000
Unit commitment,ESTs,7,EPS-Grid,IOT-Network,2000
Multi-objective optimization,ESTs,7,IOT-Network,IOT-Network,2000
Two-stage stochastic programming method,ESTs,7,IOT-Network,IOT-Network,2000
Uncertainty,ESTs,7,EPS-Source,IOT-Network,2000
Smart grid technologies,ESTs,7,IOT-Network,IOT-Network,2000
Demand response programs,ESTs,7,IOT-Network,IOT-Network,2000
Mixed-integer linear programming,ESTs,7,EPS-Load,IOT-Network,2000
electric vehicle,BEMS,6,EPS-Grid,EPS-Load,2000
building microgrid,BEMS,6,IOT-Network,EPS-Load,2000
reactive system,BEMS,6,IOT-Network,EPS-Load,2000
formal method,BEMS,6,IOT-Network,EPS-Load,2000
linear temporal logic,BEMS,6,IOT-Network,EPS-Load,2000
Droop control,EVs,7,IOT-Network,EPS-Source,2000
Managed charging,hybrid electric vehicles,5,EPS-Load,IOT-Network,2000
Vehicle-to-grid,hybrid electric vehicles,5,EPS-Load,IOT-Network,2000
Well-being assessment,hybrid electric vehicles,5,EPS-Load,IOT-Network,2000
Adequacy evaluation,hybrid electric vehicles,5,EPS-Load,IOT-Network,2000
Monte Carlo simulation,hybrid electric vehicles,5,IOT-Percept,IOT-Network,2000
Interleaving bidirectional operation,MGs,5,IOT-Network,IOT-Compute,2000
Power distribution,MGs,5,IOT-Network,IOT-Compute,2000
Power correction algorithm,MGs,5,IOT-Network,IOT-Compute,2000
State of charge,MGs,5,EPS-Source,IOT-Compute,2000
particle swarm optimisation,BESS,8,IOT-Network,IOT-Network,2000
distributed algorithms,BESS,8,IOT-Network,IOT-Network,2000
energy management,BESS,6,EPS-Store,IOT-Network,2000
frequency stability,BESS,5,IOT-Percept,IOT-Network,2000
voltage stability,BESS,5,IOT-Network,IOT-Network,2000
fuzzy logic control,BESS,5,EPS-Source,IOT-Network,2000
robust control,BESS,5,IOT-Network,IOT-Network,2000
BESSs,energy storage,5,IOT-Network,EPS-Source,2000
Dynamic Modelling,DC,7,IOT-Network,EPS-Source,2000
fault,DC,7,IOT-Network,EPS-Source,2000
Power system,DC,7,IOT-Network,EPS-Source,2000
Energy blockchain,EVs,5,IOT-Network,EPS-Source,2000
Internet of energy,EVs,5,IOT-Network,EPS-Source,2000
smart community,EVs,5,IOT-Network,EPS-Source,2000
Lithium-ion Battery Degradation,BESS,7,IOT-Network,IOT-Network,2000
MILP Optimization Model,BESS,7,IOT-Network,IOT-Network,2000
energy management strategy,energy storage,5,IOT-Network,EPS-Source,2000
cycle life,energy storage,5,IOT-Network,EPS-Source,2000
Renewable Energy Sources,PEVs,5,EPS-Source,EPS-Grid,2000
planning,BESS,5,EPS-Source,IOT-Network,2000
remote microgrids,BESS,5,IOT-Network,IOT-Network,2000
Droop Control Method,DC,7,IOT-Network,EPS-Source,2000
Renewable energy integrated micro-grid,EVs,5,IOT-Network,EPS-Source,2000
micro pumped storage unit,EVs,5,IOT-Network,EPS-Source,2000
load frequency control,EVs,5,IOT-Network,EPS-Source,2000
artificial sheep algorithm,EVs,5,IOT-Network,EPS-Source,2000
controller optimization,EVs,5,IOT-Network,EPS-Source,2000
two-stage,energy storage,7,IOT-Network,EPS-Source,2000
lifetime,energy storage,7,IOT-Network,EPS-Source,2000
Magnetic field,power line,6,IOT-Network,EPS-Source,2000
Indoor power line,power line,6,IOT-Network,EPS-Source,2000
Ferrite split-core,power line,6,IOT-Network,EPS-Source,2000
Self-powered,power line,6,IOT-Network,EPS-Source,2000
Wireless sensor network,power line,6,EPS-Store,EPS-Source,2000
Smart home applications,power line,6,IOT-Network,EPS-Source,2000
Magnetic field,IPLEH,8,IOT-Network,IOT-Network,2000
Indoor power line,IPLEH,8,IOT-Network,IOT-Network,2000
Ferrite split-core,IPLEH,8,IOT-Network,IOT-Network,2000
Self-powered,IPLEH,8,IOT-Network,IOT-Network,2000
Wireless sensor network,IPLEH,8,EPS-Store,IOT-Network,2000
Smart home applications,IPLEH,8,IOT-Network,IOT-Network,2000
Device-free people counting,WiFi,5,IOT-Network,IOT-Network,2000
machine learning,WiFi,5,IOT-App,IOT-Network,2000
failure recovery,TDMA,6,IOT-Network,EPS-Load,2000
routing,TDMA,6,IOT-App,EPS-Load,2000
redundant path,TDMA,6,IOT-Network,EPS-Load,2000
backup parent node,TDMA,6,IOT-Network,EPS-Load,2000
network lifetime and power consumption,TDMA,6,IOT-Network,EPS-Load,2000
active period,TDMA,6,IOT-Network,EPS-Load,2000
Mobile intelligences,IoT,6,IOT-Network,IOT-App,2000
Industrial wireless sensor network,IoT,6,EPS-Store,IOT-App,2000
Automated guided vehicles,IoT,6,IOT-Network,IOT-App,2000
Network connectivity,IoT,8,IOT-Network,IOT-App,2000
Smart infrastructure,IoT,8,IOT-Network,IOT-App,2000
WSNs,DUCF,9,IOT-App,IOT-Network,2000
Wireless sensor networks,DUCF,9,IOT-App,IOT-Network,2000
Route,DUCF,9,IOT-Network,IOT-Network,2000
Fuzzy logic inference,DUCF,9,IOT-Network,IOT-Network,2000
Distributed clustering algorithm,DUCF,9,IOT-Network,IOT-Network,2000
Residual energy,DUCF,9,IOT-Network,IOT-Network,2000
Multisource evidence,IoT,5,IOT-Network,IOT-App,2000
Data assimilation,IoT,5,IOT-Network,IOT-App,2000
Systems biology,IoT,5,IOT-Network,IOT-App,2000
Pervasive sensing,IoT,5,IOT-Network,IOT-App,2000
Bayesian network,IoT,5,IOT-Network,IOT-App,2000
WSN,transmitter,7,IOT-App,EPS-Store,2000
Triboelectric nanogenerator,CO2,6,IOT-App,EPS-Source,2000
Self-powered sensor,CO2,6,IOT-Network,EPS-Source,2000
Gas discharge,CO2,6,IOT-Network,EPS-Source,2000
CO2 gas sensor,CO2,6,IOT-Network,EPS-Source,2000
Internet of Things,Machine Learning,5,IOT-App,IOT-App,2000
Iceberg queries,RFID,6,IOT-Network,EPS-Grid,2000
missing tags,RFID,6,IOT-Network,EPS-Grid,2000
multi-category,RFID,6,IOT-Network,EPS-Grid,2000
RFID systems,RFID,10,IOT-Network,EPS-Grid,2000
low power,transmitter,7,IOT-Network,EPS-Store,2000
Forward error detection and correction,LCPC,8,IOT-Network,IOT-App,2000
Channel coding,LCPC,8,IOT-Network,IOT-App,2000
Hamming code,LCPC,8,IOT-Network,IOT-App,2000
LDPC code,LCPC,8,IOT-Network,IOT-App,2000
IoT,LCPC,8,IOT-App,IOT-App,2000
IIoT,loT,8,IOT-App,IOT-Network,2000
IWSN,loT,8,IOT-Network,IOT-Network,2000
industrial wireless sensor network,loT,8,IOT-Network,IOT-Network,2000
large-scale petrochemical plants,loT,8,IOT-Network,IOT-Network,2000
IoT,CIC,6,IOT-App,EPS-Load,2000
Sensor management,IoT,6,IOT-Network,IOT-App,2000
BDI,IoT,5,IOT-Network,IOT-App,2000
advanced metering infrastructure,Internet of Things,10,EPS-Source,IOT-App,2000
building energy management system,Internet of Things,10,IOT-Network,IOT-App,2000
power quality,Internet of Things,10,EPS-Source,IOT-App,2000
SW-WSN,WSN,12,IOT-Network,IOT-App,2000
Small world WSN,WSN,12,IOT-Network,IOT-App,2000
SWC,WSN,30,IOT-Network,IOT-App,2000
small world characteristics,WSN,30,IOT-Network,IOT-App,2000
energy balancing,WSN,12,IOT-Network,IOT-App,2000
data latency,WSN,12,IOT-Network,IOT-App,2000
node localization,WSN,18,IOT-Network,IOT-App,2000
data MULEs,WSN,18,IOT-Network,IOT-App,2000
throughput performance,WSN,18,IOT-Network,IOT-App,2000
Secure data stream,IoT,14,IOT-Network,IOT-App,2000
Usability,IoT,14,IOT-Network,IOT-App,2000
Edge-of-things computing,wireless sensor networks,6,IOT-Network,IOT-App,2000
Energy consumption,wireless sensor networks,6,IOT-Network,IOT-App,2000
Emerging intelligent optimization algorithm,wireless sensor networks,6,IOT-Network,IOT-App,2000
Attacks,DoS,6,IOT-Network,EPS-Source,2000
Middleware,DoS,6,EPS-Store,EPS-Source,2000
Prototype,DoS,6,IOT-App,EPS-Source,2000
Flexible transparent conducting electrode,TENG,5,IOT-Network,IOT-App,2000
Inkjet printing,TENG,5,IOT-Network,IOT-App,2000
Particle lithography,TENG,5,IOT-Network,IOT-App,2000
Self-powered sensor,TENG,5,IOT-Network,IOT-App,2000
Service oriented middleware,IoT,6,IOT-Network,IOT-App,2000
Agent oriented middleware,IoT,6,IOT-Network,IOT-App,2000
WSN,three-dimensional,8,IOT-App,IOT-Network,2000
RSSI,three-dimensional,8,IOT-App,IOT-Network,2000
Received signal strength indicator,three-dimensional,8,IOT-Network,IOT-Network,2000
PLE,three-dimensional,8,IOT-Network,IOT-Network,2000
Path loss exponent,three-dimensional,8,IOT-Network,IOT-Network,2000
3D weighted centroid localization algorithm,three-dimensional,8,IOT-Network,IOT-Network,2000
MLE,three-dimensional,8,IOT-Network,IOT-Network,2000
Maximum likelihood estimation,three-dimensional,8,IOT-Network,IOT-Network,2000
Grouping,IoT,8,IOT-Network,IOT-App,2000
Agent,IoT,8,IOT-Network,IOT-App,2000
Large-scale Internet of Thingssystems,UAVs,6,IOT-Network,IOT-App,2000
MHRW,UAVs,6,IOT-Network,IOT-App,2000
parallel Metropolis-Hastings random walk,UAVs,6,IOT-Network,IOT-App,2000
Physical topology discovery,UAVs,6,IOT-Network,IOT-App,2000
unmanned aerial vehicles UAVs),UAVs,6,IOT-Network,IOT-App,2000
WSNs,UAVs,6,IOT-App,IOT-App,2000
wireless sensor networks,UAVs,6,IOT-App,IOT-App,2000
3-D localization,UAVs,6,IOT-Network,IOT-App,2000
Industry 4.0,SG,6,IOT-App,EPS-Source,2000
Smart grid industry 4.0,SG,6,IOT-Network,EPS-Source,2000
Wireless sensor networks,SG,6,IOT-App,EPS-Source,2000
Mobile sink,SG,6,IOT-App,EPS-Source,2000
Routing protocol,SG,6,IOT-Network,EPS-Source,2000
Integrated operating system,IoT,5,IOT-Network,IOT-App,2000
Intelligent models,IoT,5,IOT-Network,IOT-App,2000
Awareness,IoT,5,IOT-Network,IOT-App,2000
Service,IoT,5,IOT-Network,IOT-App,2000
Learning,IoT,5,IOT-Network,IOT-App,2000
Hadoop ecosystem,IoT,13,IOT-Network,IOT-App,2000
data clustering,IoT,6,IOT-Network,IOT-App,2000
community detection,IoT,6,IOT-Network,IOT-App,2000
