Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
Feed Behavior,5G,6,IOT-App,IOT-App,2000
Livestock,mmWave,4,IOT-App,IOT-App,2000
Wireless Sensor Network,mmWave,4,IOT-App,IOT-App,2000
Internet of Things,mmWave,4,IOT-App,IOT-App,2000
Feed Behavior,mmWave,4,IOT-App,IOT-App,2000
IoT gateways,IoT,4,IOT-App,IOT-App,2000
IoT applications and drivers,IoT,4,IOT-App,IOT-App,2000
low power solutions,IoT,4,IOT-App,IOT-App,2000
remote sensing,IoT,4,IOT-App,IOT-App,2000
IQRF,IoT,4,IOT-App,IOT-App,2000
energy consumption model,IoT,4,IOT-App,IOT-App,2000
Wireless communication,IoT,31,IOT-App,IOT-App,2000
Perception layer,IoT,12,IOT-App,IOT-App,2000
5G cellular networks,5G,10,IOT-App,IOT-App,2000
heterogeneous networks,5G,10,IOT-App,IOT-App,2000
flexible backhaul,5G,6,IOT-App,IOT-App,2000
5G cellular networks,mmWave,6,IOT-App,IOT-App,2000
millimeter wave,mmWave,9,IOT-App,IOT-App,2000
heterogeneous networks,mmWave,6,IOT-App,IOT-App,2000
flexible backhaul,mmWave,6,IOT-App,IOT-App,2000
Cognitive architectures,NoC,4,IOT-App,IOT-App,2000
MPC,NoC,4,IOT-Compute,IOT-App,2000
model predictive control,NoC,4,EPS-Store,IOT-App,2000
NoCs,NoC,4,IOT-App,IOT-App,2000
networks-on-chip,NoC,4,IOT-App,IOT-App,2000
nonlinear control,NoC,4,IOT-App,IOT-App,2000
WiNoC,NoC,4,IOT-App,IOT-App,2000
wireless NoC,NoC,4,IOT-App,IOT-App,2000
WLAN,Wi-Fi,4,EPS-Store,IOT-App,2000
Face recognition,IoT,4,IOT-App,IOT-App,2000
Emotion detection,IoT,4,IOT-App,IOT-App,2000
Quality of experience,heterogeneous wireless,4,IOT-App,IOT-App,2000
mobile streaming,heterogeneous wireless,4,IOT-App,IOT-App,2000
wireless network,heterogeneous wireless,4,IOT-App,IOT-App,2000
adaptive streaming,heterogeneous wireless,4,IOT-App,IOT-App,2000
Internet of Things,heterogeneous wireless,4,IOT-App,IOT-App,2000
4G,heterogeneous wireless,4,IOT-App,IOT-App,2000
5G,heterogeneous wireless,4,IOT-App,IOT-App,2000
Bluetooth Low Energy,IoT,6,EPS-Store,IOT-App,2000
IoT,CCR,4,IOT-App,IOT-App,2000
Routing,CCR,4,IOT-App,IOT-App,2000
Content centric,CCR,4,IOT-App,IOT-App,2000
Data aggregation,CCR,4,IOT-App,IOT-App,2000
Implementation,CCR,4,IOT-Compute,IOT-App,2000
Interconnection,IoT,5,IOT-App,IOT-App,2000
Femto cell assisted cellular network,IoT,6,IOT-App,IOT-App,2000
resource block allocation,IoT,6,IOT-App,IOT-App,2000
Energy harvesting,RSU,4,IOT-App,IOT-App,2000
MAC,RSU,4,IOT-App,IOT-App,2000
medium access control protocol,RSU,4,IOT-App,IOT-App,2000
safety message,RSU,4,IOT-App,IOT-App,2000
VANET,RSU,4,IOT-App,IOT-App,2000
vehicular ad hoc network,RSU,4,IOT-App,IOT-App,2000
vehicular environment,RSU,4,IOT-App,IOT-App,2000
Connectivity,wireless sensor networks,4,IOT-App,IOT-App,2000
dynamic clustering,wireless sensor networks,4,IOT-App,IOT-App,2000
gradient routing,wireless sensor networks,4,IOT-App,IOT-App,2000
large-scale wireless sensor networks,wireless sensor networks,4,IOT-App,IOT-App,2000
Connectivity,JCR,8,IOT-App,IOT-App,2000
dynamic clustering,JCR,8,IOT-App,IOT-App,2000
energy efficiency,JCR,8,IOT-App,IOT-App,2000
gradient routing,JCR,8,IOT-App,IOT-App,2000
IoT,JCR,8,IOT-App,IOT-App,2000
Internet of Things,JCR,8,IOT-App,IOT-App,2000
WSNs,JCR,8,IOT-App,IOT-App,2000
large-scale wireless sensor networks,JCR,8,IOT-App,IOT-App,2000
network coverage,SRS,4,IOT-App,IOT-App,2000
Sensor Registry System,SRS,4,IOT-App,IOT-App,2000
sensor information,SRS,4,IOT-App,IOT-App,2000
Sensor networks,wireless sensor networks,4,EPS-Store,IOT-App,2000
Data collection,wireless sensor networks,4,IOT-App,IOT-App,2000
Mobile sink,wireless sensor networks,6,IOT-App,IOT-App,2000
Multiple sink,wireless sensor networks,4,IOT-App,IOT-App,2000
Multicast,wireless sensor networks,4,IOT-App,IOT-App,2000
Data aggregation,wireless sensor networks,6,IOT-App,IOT-App,2000
Data collection,WSN,6,IOT-App,IOT-Network,2000
Mobile sink,WSN,6,IOT-App,IOT-Network,2000
Multiple sink,WSN,6,IOT-App,IOT-Network,2000
Multicast,WSN,6,IOT-App,IOT-Network,2000
Data aggregation,WSN,6,IOT-App,IOT-Network,2000
Autonomous and automated sensing and control systems,DRAGON,9,IOT-App,IOT-App,2000
cyber-physical systems,DRAGON,9,IOT-App,IOT-App,2000
distributed query processing,DRAGON,9,IOT-App,IOT-App,2000
distributed storage,DRAGON,9,IOT-App,IOT-App,2000
routing algorithm,DRAGON,9,IOT-App,IOT-App,2000
wireless sensor networks,DRAGON,9,IOT-App,IOT-App,2000
Autonomous and automated sensing and control systems,IoT,5,IOT-App,IOT-App,2000
distributed query processing,IoT,5,IOT-App,IOT-App,2000
distributed storage,IoT,5,IOT-App,IOT-App,2000
routing algorithm,IoT,5,IOT-App,IOT-App,2000
sensing,IoT,10,IOT-App,IOT-App,2000
Device-to-Device communications,IoT,8,IOT-App,IOT-App,2000
power control,IoT,12,IOT-Network,IOT-App,2000
small data transmission,IoT,8,IOT-App,IOT-App,2000
IEEE 802.11,DCF,4,EPS-Store,IOT-App,2000
LTE,DCF,4,EPS-Store,IOT-App,2000
LTE-A,DCF,4,IOT-App,IOT-App,2000
long-term evolution /LTE advancednetworks,DCF,4,IOT-App,IOT-App,2000
MAC,DCF,4,IOT-App,IOT-App,2000
medium access control,DCF,4,IOT-App,IOT-App,2000
protocol modeling and performance evaluation,DCF,4,IOT-App,IOT-App,2000
queuing modeling and analysis,DCF,4,IOT-App,IOT-App,2000
relay technology,DCF,4,IOT-App,IOT-App,2000
Wireless energy harvesting,RF,5,IOT-App,IOT-App,2000
self-sustainable communications,RF,5,IOT-App,IOT-App,2000
wireless powered communication networks,RF,5,IOT-App,IOT-App,2000
simultaneous wireless information and power transfer,RF,13,IOT-App,IOT-App,2000
Nakagami-m fading,RF,5,IOT-App,IOT-App,2000
time-switching,RF,5,IOT-App,IOT-App,2000
power-splitting,RF,5,IOT-App,IOT-App,2000
determinantal point process,RF,5,IOT-App,IOT-App,2000
Ginibre model,RF,5,IOT-App,IOT-App,2000
Contiki Os,WSN,6,IOT-App,IOT-Network,2000
COOJA simulator,WSN,6,IOT-App,IOT-Network,2000
cyber physical systems,WSN,6,IOT-App,IOT-Network,2000
hardware in-the-loop,WSN,6,IOT-App,IOT-Network,2000
software in-the-loop,WSN,6,IOT-App,IOT-Network,2000
WSN simulators,WSN,6,IOT-App,IOT-Network,2000
Contiki Os,IoT,4,IOT-App,IOT-App,2000
COOJA simulator,IoT,4,IOT-App,IOT-App,2000
cyber physical systems,IoT,8,IOT-App,IOT-App,2000
hardware in-the-loop,IoT,4,IOT-App,IOT-App,2000
software in-the-loop,IoT,4,IOT-App,IOT-App,2000
WSN simulators,IoT,4,IOT-App,IOT-App,2000
u-Disaster,P2P,15,IOT-App,IOT-App,2000
Peer to peer,P2P,15,IOT-App,IOT-App,2000
P2P cloud network,P2P,15,IOT-App,IOT-App,2000
Disaster situations,P2P,15,IOT-App,IOT-App,2000
Disaster Index,P2P,15,IOT-App,IOT-App,2000
Land Safety,P2P,15,IOT-App,IOT-App,2000
Machine-to-machine,M2M,14,EPS-Grid,EPS-Store,2000
4G,M2M,12,IOT-App,EPS-Store,2000
3rd Generation partnership project,M2M,12,IOT-App,EPS-Store,2000
Long-term-evolution-advanced,M2M,12,IOT-App,EPS-Store,2000
Internet of things,HMI,6,IOT-App,IOT-App,2000
Industrial internet,HMI,6,IOT-App,IOT-App,2000
Middleware,HMI,6,EPS-Store,IOT-App,2000
Human machine interfaces,HMI,6,IOT-App,IOT-App,2000
Domain-specific languages,HMI,6,IOT-App,IOT-App,2000
WUR,WSN,4,IOT-App,IOT-Network,2000
Nanowatt wake-up radio receiver,WSN,4,IOT-App,IOT-Network,2000
power optimization,WSN,4,IOT-App,IOT-Network,2000
ultra-low power,WSN,4,IOT-App,IOT-Network,2000
Latency,BLE,12,IOT-Network,IOT-App,2000
Discovery,BLE,12,EPS-Store,IOT-App,2000
Energy,BLE,12,IOT-App,IOT-App,2000
Data management,IoT,7,IOT-App,IOT-App,2000
RFID systems,IoT,4,IOT-Network,IOT-App,2000
service,IoT,5,IOT-App,IOT-App,2000
utility,IoT,5,IOT-App,IOT-App,2000
model,IoT,5,IOT-App,IOT-App,2000
BSN,IoT,6,IOT-App,IOT-App,2000
data privacy,IoT,16,IOT-App,IOT-App,2000
data integrity,IoT,14,IOT-App,IOT-App,2000
Low latency,LL,8,IOT-App,IOT-App,2000
IEEE 802.15.4e,LL,8,IOT-App,IOT-App,2000
LLDN,LL,8,IOT-App,IOT-App,2000
nodes mobility,LL,8,IOT-App,IOT-App,2000
Markov chain,LL,8,IOT-App,IOT-App,2000
multihop,LL,8,IOT-App,IOT-App,2000
IoT,satellite communication,4,IOT-App,IOT-App,2000
IoRT,satellite communication,4,EPS-Source,IOT-App,2000
Internet of Remote Things,satellite communication,4,IOT-App,IOT-App,2000
M2M,satellite communication,4,EPS-Store,IOT-App,2000
machine-to-machinecommunications,satellite communication,4,IOT-App,IOT-App,2000
satellite communications,satellite communication,4,IOT-App,IOT-App,2000
WSANs,satellite communication,4,EPS-Load,IOT-App,2000
wireless sensor and actuator networks,satellite communication,4,IOT-App,IOT-App,2000
Antennas,RF,4,IOT-App,IOT-App,2000
matching network,RF,4,IOT-App,IOT-App,2000
millimeter-sized sensors,RF,4,IOT-App,IOT-App,2000
collaborative intelligence,CSI,4,IOT-App,IOT-App,2000
big data analytics,CSI,4,IOT-App,IOT-App,2000
industrial sensing intelligence,CSI,4,IOT-App,IOT-App,2000
Internet of Things,CSI,6,IOT-App,IOT-App,2000
Wireless Sensor Network,mobility management,6,IOT-App,IOT-App,2000
Mobility support protocol,mobility management,6,IOT-App,IOT-App,2000
Classification criteria,mobility management,6,IOT-App,IOT-App,2000
Comparative study,mobility management,6,IOT-App,IOT-App,2000
Internet of Things integration framework,smartFW,4,IOT-App,IOT-App,2000
Short range devices integration,smartFW,4,IOT-App,IOT-App,2000
Device communication protocols,smartFW,4,IOT-App,IOT-App,2000
Smart homes,smartFW,4,IOT-App,IOT-App,2000
fog computing,5G,4,IOT-App,IOT-App,2000
NB-IOT,5G,4,IOT-App,IOT-App,2000
smart parking,5G,4,IOT-App,IOT-App,2000
virtualization,5G,6,IOT-App,IOT-App,2000
A/D converter,wireless communication,4,IOT-App,IOT-Network,2000
Android,wireless communication,4,EPS-Store,IOT-Network,2000
ambient energy sources,wireless sensor networks,4,IOT-App,IOT-App,2000
ambient energy sources,WSN,4,IOT-App,IOT-Network,2000
Internet of Things,network layer,4,IOT-App,IOT-App,2000
pervasive discovery,network layer,4,IOT-App,IOT-App,2000
sensor network,network layer,4,EPS-Store,IOT-App,2000
Data Analytic Platforms,IoT,10,IOT-App,IOT-App,2000
Named Data Networking,Internet of Things,4,IOT-Network,IOT-App,2000
Network Security,Internet of Things,4,IOT-App,IOT-App,2000
Countermeasures,Internet of Things,4,IOT-App,IOT-App,2000
Wireless,Internet of Things,4,IOT-App,IOT-App,2000
Internet Protocol,Internet of Things,4,EPS-Load,IOT-App,2000
Arduino,XBee,6,IOT-App,IOT-App,2000
IoT,XBee,6,IOT-App,IOT-App,2000
environmental monitoring,XBee,6,EPS-Store,IOT-App,2000
WSN XBee,XBee,6,IOT-App,IOT-App,2000
ESP8266,XBee,6,EPS-Store,IOT-App,2000
WSN-based IoT,IoT,10,IOT-App,IOT-App,2000
RFID-based IoT,IoT,10,IOT-App,IOT-App,2000
IP-based IoT,IoT,10,IOT-App,IOT-App,2000
standard,IoT,5,IOT-App,IOT-App,2000
confidentiality,IoT,7,IOT-App,IOT-App,2000
inventory management system,IoT,6,IOT-App,IOT-App,2000
anomaly detection,IoT,6,IOT-App,IOT-App,2000
Smart Sensor Networks,IoT,6,IOT-App,IOT-App,2000
Reconfiguration,IoT,6,IOT-App,IOT-App,2000
Edge Computing,IoT,87,IOT-App,IOT-App,2000
case study,IoT,9,IOT-App,IOT-App,2000
Amazon Elastic Compute Cloud,IoT,6,IOT-App,IOT-App,2000
Internet of Thing,IoT,38,IOT-App,IOT-App,2000
Agricultural Automation,IoT,4,IOT-App,IOT-App,2000
IEEE802.11ah,IoT,4,IOT-App,IOT-App,2000
sensor nodes,IoT,4,EPS-Grid,IOT-App,2000
Performance analysis,IoT,4,IOT-App,IOT-App,2000
Markov chain model,IoT,4,IOT-App,IOT-App,2000
IEEE WAVE,EVs,8,IOT-App,IOT-Network,2000
Communication standards,EVs,8,IOT-App,IOT-Network,2000
Scheduling Algorithm,EVs,8,IOT-App,IOT-Network,2000
Integration,EVs,8,EPS-Store,IOT-Network,2000
cyber security,IoT,32,IOT-App,IOT-App,2000
physical security,IoT,6,IOT-App,IOT-App,2000
internet of things,MEM,4,EPS-Store,IOT-App,2000
cyber security,MEM,4,IOT-App,IOT-App,2000
physical security,MEM,4,IOT-App,IOT-App,2000
cloud,MEM,4,EPS-Grid,IOT-App,2000
data center,MEM,4,IOT-App,IOT-App,2000
software defined networking,MEM,4,EPS-Grid,IOT-App,2000
Android,WiFi,6,EPS-Store,IOT-Network,2000
Cloud platform,WiFi,6,IOT-App,IOT-Network,2000
Mobile terminal,WiFi,6,IOT-App,IOT-Network,2000
Vehicular network,V2X,6,IOT-App,IOT-App,2000
DSRC,V2X,6,IOT-App,IOT-App,2000
LTE Latency,V2X,6,IOT-App,IOT-App,2000
Connected Campus,V2X,6,IOT-App,IOT-App,2000
Vehicular Applications,V2X,6,IOT-App,IOT-App,2000
V2X communications,V2X,6,IOT-App,IOT-App,2000
ITS,V2X,6,IOT-App,IOT-App,2000
IoT,V2X,8,IOT-App,IOT-App,2000
Trust Management,IoT,7,IOT-App,IOT-App,2000
talking signage,RF,8,IOT-App,IOT-App,2000
visually challenged,RF,8,IOT-App,IOT-App,2000
Bluetooth,RF,8,IOT-App,IOT-App,2000
wearable RF module,RF,8,IOT-App,IOT-App,2000
ultrasonic range finder,RF,8,IOT-App,IOT-App,2000
electronic escort,RF,8,IOT-App,IOT-App,2000
Dynamic Group Members,IoT,12,IOT-App,IOT-App,2000
Lightweight Authentication,IoT,14,IOT-App,IOT-App,2000
Cellular Network,IoT,16,IOT-App,IOT-App,2000
HARQ,IoT,6,IOT-App,IOT-App,2000
Receiver Diversity,IoT,6,IOT-App,IOT-App,2000
Signaling,IoT,6,IOT-App,IOT-App,2000
Admission Control,IoT,6,IOT-App,IOT-App,2000
IEEE 802.11ah,IoT,4,EPS-Source,IOT-App,2000
cyber security vulnerabilities,IoT,8,IOT-App,IOT-App,2000
Data center network,DCN,4,IOT-App,IOT-App,2000
RINA,DCN,4,IOT-App,IOT-App,2000
topological routing,DCN,4,IOT-App,IOT-App,2000
sensor data aggregation,M2M,12,IOT-App,EPS-Store,2000
in memory processing,M2M,12,IOT-App,EPS-Store,2000
IoT (the Internet of Things),M2M,12,IOT-App,EPS-Store,2000
M2M gateway,CSDA,4,EPS-Store,IOT-App,2000
sensor data aggregation,CSDA,4,IOT-App,IOT-App,2000
in memory processing,CSDA,4,IOT-App,IOT-App,2000
IoT (the Internet of Things),CSDA,4,IOT-App,IOT-App,2000
sensor data aggregation,IoT,5,IOT-App,IOT-App,2000
in memory processing,IoT,5,IOT-App,IOT-App,2000
IoT (the Internet of Things),IoT,5,IOT-App,IOT-App,2000
Sensor discovery,IoT,28,IOT-App,IOT-App,2000
Sensor integration,IoT,28,IOT-App,IOT-App,2000
Real-time data analysis,IoT,28,IOT-App,IOT-App,2000
Semantic knowledge,IoT,5,IOT-App,IOT-App,2000
IoT resource composition,IoT,5,IOT-App,IOT-App,2000
Cloud computing,loT,12,IOT-App,IOT-Network,2000
SaaS,loT,6,EPS-Store,IOT-Network,2000
Docker,loT,6,IOT-App,IOT-Network,2000
Internet of vehicles,Internet of Vehicles,6,IOT-Network,IOT-App,2000
vehicular cloud,Internet of Vehicles,6,IOT-App,IOT-App,2000
fog computing,Internet of Vehicles,6,IOT-App,IOT-App,2000
vehicular network,Internet of Vehicles,8,IOT-App,IOT-App,2000
content discovery,Internet of Vehicles,6,IOT-App,IOT-App,2000
Human behavior,IoT,9,IOT-App,IOT-App,2000
Digital health,IoT,4,IOT-App,IOT-App,2000
dHealth framework,IoT,4,IOT-App,IOT-App,2000
Quantified self,IoT,4,IOT-App,IOT-App,2000
Wearable sensors,IoT,20,IOT-App,IOT-App,2000
Context-awareness,IoT,4,IOT-App,IOT-App,2000
Knowledge bases,IoT,4,IOT-App,IOT-App,2000
Ubiquitous computing,MSL,4,EPS-Source,IOT-App,2000
Cloud computing,MSL,4,IOT-App,IOT-App,2000
Cloud infrastructure,MSL,4,EPS-Store,IOT-App,2000
M2M mobile application,MSL,4,EPS-Store,IOT-App,2000
M2M,MSL,4,EPS-Store,IOT-App,2000
IoT,MSL,4,IOT-App,IOT-App,2000
Quality,IoT,9,IOT-App,IOT-App,2000
Prototype,IoT,12,IOT-App,IOT-App,2000
Web service,QoS,10,IOT-App,IOT-App,2000
Web service composition,QoS,10,IOT-App,IOT-App,2000
Quality of service,QoS,16,IOT-App,IOT-App,2000
Secure clustering,VCPS,8,IOT-App,IOT-App,2000
VANETs,VCPS,8,IOT-App,IOT-App,2000
Vehicular cloud,VCPS,8,IOT-App,IOT-App,2000
Trustworthiness,VCPS,8,IOT-App,IOT-App,2000
Vehicular cyber-physical systems,VCPS,8,IOT-App,IOT-App,2000
Trust computation,VCPS,8,IOT-App,IOT-App,2000
IoT,mHealth,12,IOT-App,IOT-App,2000
Mobile Cloud Computing,mHealth,4,EPS-Store,IOT-App,2000
Bluetooth,mHealth,4,IOT-App,IOT-App,2000
ECG monitoring,mHealth,4,IOT-Compute,IOT-App,2000
Error Control,mHealth,4,IOT-App,IOT-App,2000
Cloud Provider,IoT,4,IOT-App,IOT-App,2000
Cloud User,IoT,4,IOT-App,IOT-App,2000
Analytical Hierarchy Process,IoT,4,IOT-Percept,IOT-App,2000
AHP,IoT,4,IOT-Percept,IOT-App,2000
Auction,IoT,4,IOT-App,IOT-App,2000
Decision model,IoT,4,IOT-App,IOT-App,2000
Provider selection,IoT,4,IOT-App,IOT-App,2000
Internet of Things,MEM,4,IOT-App,IOT-App,2000
Embedded Computing,MEM,4,IOT-App,IOT-App,2000
mruby,MEM,4,IOT-App,IOT-App,2000
piezoelectric sensor,Wi-Fi,4,IOT-App,IOT-App,2000
pitch-catch,Wi-Fi,4,IOT-App,IOT-App,2000
pulse-echo,Wi-Fi,4,IOT-App,IOT-App,2000
SHM,Wi-Fi,4,IOT-Network,IOT-App,2000
cyber-physical manufacturing system,IoT,4,IOT-App,IOT-App,2000
big data processing,IoT,4,IOT-App,IOT-App,2000
intelligent technology,IoT,4,IOT-App,IOT-App,2000
scheduling optimization,IoT,4,IOT-App,IOT-App,2000
Private cloud,the Internet of things,6,IOT-App,IOT-App,2000
Big data,the Internet of things,6,IOT-App,IOT-App,2000
Hadoop,the Internet of things,6,EPS-Store,IOT-App,2000
HDFS,the Internet of things,6,IOT-App,IOT-App,2000
Electro Mobility,EM,4,IOT-App,IOT-Compute,2000
Arrowhead,EM,4,IOT-App,IOT-Compute,2000
Cloud platform,EM,4,IOT-App,IOT-Compute,2000
Kura,EM,4,IOT-App,IOT-Compute,2000
Automation,EM,4,IOT-App,IOT-Compute,2000
IoT,EM,4,IOT-App,IOT-Compute,2000
M2M,EM,4,EPS-Store,IOT-Compute,2000
Software Defined Network,IoT,8,IOT-Network,IOT-App,2000
Access Control,IoT,26,IOT-App,IOT-App,2000
Orchestrator,IoT,6,IOT-App,IOT-App,2000
Open-Stack,IoT,6,IOT-App,IOT-App,2000
Docker,IoT,8,IOT-App,IOT-App,2000
Kubernetes,IoT,16,IOT-App,IOT-App,2000
V2R Communications,EVs,4,IOT-App,IOT-Network,2000
V2G Communications,EVs,4,IOT-App,IOT-Network,2000
Data aggregation,EVs,4,IOT-App,IOT-Network,2000
coordination,CoT,8,IOT-App,IOT-App,2000
cloud of things,CoT,8,IOT-App,IOT-App,2000
fault tolerance,CoT,8,IOT-App,IOT-App,2000
heterogeneous systems,CoT,8,IOT-App,IOT-App,2000
programming language,CoT,8,IOT-App,IOT-App,2000
Internet Service,IoT,4,IOT-App,IOT-App,2000
Data Access Control,IoT,4,IOT-App,IOT-App,2000
Attribute Based Encryption,IoT,4,IOT-App,IOT-App,2000
Cloud Storage Service,IoT,4,IOT-App,IOT-App,2000
IoT-A,IoT,4,IOT-App,IOT-App,2000
Cloud Service Interoperability,IoT,4,IOT-App,IOT-App,2000
V2X communication,IoT,6,IOT-App,IOT-App,2000
Homomorphic encryption,IoT,6,IOT-App,IOT-App,2000
threat model,IoT,12,IOT-App,IOT-App,2000
attack vector,IoT,10,IOT-App,IOT-App,2000
smart infrastructures,IoT,10,IOT-App,IOT-App,2000
fog computing,IoT,89,IOT-App,IOT-App,2000
IoT,HTL,4,IOT-App,IOT-App,2000
Internet of Things,HTL,4,IOT-App,IOT-App,2000
smart maintenance,HTL,4,IOT-App,IOT-App,2000
smart monitoring,HTL,4,IOT-App,IOT-App,2000
smart devices,HTL,4,EPS-Store,IOT-App,2000
web service,HTL,4,IOT-App,IOT-App,2000
web 2.0,HTL,4,IOT-App,IOT-App,2000
Event Detection,IoT,4,IOT-App,IOT-App,2000
Response Time,IoT,4,IOT-App,IOT-App,2000
Cloud,QoS,6,IOT-App,IOT-App,2000
cloud platform,IoT,21,IOT-App,IOT-App,2000
mobile devices,IoT,8,IOT-App,IOT-App,2000
IoT networks,IoT,7,IOT-Network,IOT-App,2000
IoT Information Processing,IoT,5,IOT-App,IOT-App,2000
Application Requirements,IoT,5,IOT-App,IOT-App,2000
Requirement Dependencies,IoT,5,IOT-App,IOT-App,2000
Service Level Agreement,IoT,5,IOT-App,IOT-App,2000
health monitoring,IoT,4,IOT-App,IOT-App,2000
adaptive,IoT,7,IOT-App,IOT-App,2000
encrypted data,IoT,4,IOT-App,IOT-App,2000
latency-aware,IoT,4,IOT-App,IOT-App,2000
query optimization,IoT,4,IOT-App,IOT-App,2000
WIFI,IoT,4,IOT-App,IOT-App,2000
Cloud of Things,IoT,8,IOT-App,IOT-App,2000
Campus Data,BI,6,IOT-App,IOT-App,2000
Business Intelligence,BI,6,IOT-App,IOT-App,2000
Big Data,BI,6,EPS-Store,IOT-App,2000
Data Mining,BI,6,IOT-App,IOT-App,2000
urban solid waste,RFID,4,IOT-App,IOT-Network,2000
ultrasonic sensors,RFID,4,IOT-App,IOT-Network,2000
waste-bin fill-level estimation,RFID,4,IOT-App,IOT-Network,2000
active RFID tag,RFID,4,IOT-App,IOT-Network,2000
smart-city,RFID,4,IOT-App,IOT-Network,2000
Software Defined Networking,IoT,17,IOT-App,IOT-App,2000
Information Dissemination,IoT,5,IOT-App,IOT-App,2000
Value of Information,IoT,5,IOT-App,IOT-App,2000
Information Centric Networking,IoT,4,IOT-Compute,IOT-App,2000
In-network processing,IoT,4,IOT-App,IOT-App,2000
Internet of Things ( IoT),IoT,4,IOT-App,IOT-App,2000
Platform as-a-Service,IoT,4,IOT-App,IOT-App,2000
Embedded systems,ARM,4,IOT-Network,IOT-App,2000
Industrial control systems,ARM,4,IOT-App,IOT-App,2000
Internet of things,ARM,4,IOT-App,IOT-App,2000
Cyber-physical systems,ARM,4,EPS-Source,IOT-App,2000
Security,ARM,4,IOT-App,IOT-App,2000
Attestation,ARM,4,IOT-App,IOT-App,2000
Trusted execution environment,ARM,4,IOT-App,IOT-App,2000
Internet of Things services,IoT,4,IOT-App,IOT-App,2000
transactions,IoT,4,IOT-App,IOT-App,2000
atomicity,IoT,4,IOT-App,IOT-App,2000
isolation,IoT,4,IOT-App,IOT-App,2000
stream data processing,IoT,4,IOT-App,IOT-App,2000
Cross-Platform communication,smart home systems,4,IOT-App,IOT-App,2000
Smart home,smart home systems,4,EPS-Store,IOT-App,2000
Applications,smart home systems,4,EPS-Store,IOT-App,2000
Datat transformation,smart home systems,4,IOT-App,IOT-App,2000
Smart Parking Reservation,IoT,6,IOT-App,IOT-App,2000
Traffic Estimation,IoT,6,IOT-App,IOT-App,2000
Cloud platform,IoT,6,IOT-App,IOT-App,2000
distributed data mining,IoT,5,IOT-App,IOT-App,2000
actors model,IoT,5,IOT-App,IOT-App,2000
Mobile cloud computing,MCC,6,IOT-App,IOT-App,2000
Decision making,MCC,4,IOT-Network,IOT-App,2000
Learning Automata,MCC,4,IOT-App,IOT-App,2000
Task offloading,MCC,4,IOT-App,IOT-App,2000
Smart cities,Wi-Fi,7,EPS-Store,IOT-App,2000
Image processing,Wi-Fi,7,IOT-App,IOT-App,2000
Smart parking,Wi-Fi,7,IOT-App,IOT-App,2000
Incremental algorithm,Wi-Fi,7,IOT-App,IOT-App,2000
Malware,IoT,5,EPS-Store,IOT-App,2000
Fog networking,IoT,11,IOT-App,IOT-App,2000
ECG,IoT,12,IOT-App,IOT-App,2000
Stack4Things,IoT,4,IOT-App,IOT-App,2000
OpenStack,IoT,4,IOT-App,IOT-App,2000
function virtualization,IoT,4,IOT-App,IOT-App,2000
code injection,IoT,4,IOT-App,IOT-App,2000
plugin-based development,IoT,4,IOT-App,IOT-App,2000
AllJoyn,IoT,4,IOT-App,IOT-App,2000
Cloud Computing,IR,6,IOT-App,EPS-Source,2000
Data Analytics,IR,6,IOT-App,EPS-Source,2000
MapReduce,IR,6,EPS-Store,EPS-Source,2000
IoT Mashups,IoT,4,IOT-App,IOT-App,2000
Node-RED,IoT,14,IOT-App,IOT-App,2000
Data Flow Programming,IoT,4,IOT-App,IOT-App,2000
Security context,IoT,4,IOT-App,IOT-App,2000
Security framework,IoT,11,IOT-App,IOT-App,2000
eHealth,IoT,8,IOT-App,IOT-App,2000
advanced interaction,IoT,8,IOT-App,IOT-App,2000
digital factory,IoT,8,IOT-App,IOT-App,2000
factory of the future,IoT,18,IOT-App,IOT-App,2000
human-centred production,IoT,8,IOT-App,IOT-App,2000
training systems,IoT,8,IOT-App,IOT-App,2000
Coordination pattern,IoT,5,IOT-App,IOT-App,2000
coordination model,IoT,5,IOT-App,IOT-App,2000
pattern solution,IoT,5,IOT-App,IOT-App,2000
generic coordination component,IoT,5,IOT-App,IOT-App,2000
space-based middleware,IoT,5,IOT-App,IOT-App,2000
channel scheduling,IoT,5,IOT-App,IOT-App,2000
Network Security,IoT,6,IOT-App,IOT-App,2000
security and privacy,IoT,11,IOT-App,IOT-App,2000
Device recommendation,IoT,6,IOT-App,IOT-App,2000
Heterogeneous platform,IoT,6,IOT-App,IOT-App,2000
Device group profile,IoT,6,IOT-App,IOT-App,2000
Application usage analysis,IoT,6,IOT-App,IOT-App,2000
User agent profile,IoT,6,IOT-App,IOT-App,2000
Amplified Reflection,IoT,4,IOT-App,IOT-App,2000
Distributed Denial of Service,IoT,4,IOT-App,IOT-App,2000
Pentest,IoT,4,IOT-App,IOT-App,2000
Risk Management,IoT,4,IOT-App,IOT-App,2000
Vulnerability Assessment,IoT,7,IOT-App,IOT-App,2000
The Internet of things,IoT,5,EPS-Grid,IOT-App,2000
Context modeling,IoT,7,IOT-App,IOT-App,2000
Context-aware system,IoT,11,IOT-App,IOT-App,2000
smart building,IoT,4,EPS-Store,IOT-App,2000
Emerging Sensor Networks,IoT,4,IOT-App,IOT-App,2000
